sentimento,empresa,texto,,,
positive,Virgin America,@VirginAmerica #wtf I paid for direct flight on purpose not to have to stop for fuel exhausted frequent flier and nothing for inconvenience!,,,
positive,Virgin America,@VirginAmerica there is something wrong with you website in Safari iPhone,,,
positive,Virgin America,@VirginAmerica thanks for gate checking my baggage on your full flight dfw-lax 883 and giving me early boarding too #sweet,,,
positive,Virgin America,@VirginAmerica Already checked in so the page expired :X,,,
positive,Virgin America,@VirginAmerica Boo for a not refunding a seat upgrade fee I did not want to buy in the first place!,,,
positive,Virgin America,@VirginAmerica shares rise on Q4 financial results - USA TODAY http://t.co/lFS4PEFE6y,,,
positive,Virgin America,@VirginAmerica Adds Pillows Instead of Lie-Flat Seats in First Class Arms Race http://t.co/rGYwJBbhm4,,,
positive,Virgin America,@VirginAmerica I see what you did there ,,,
positive,Virgin America,@VirginAmerica way to take advantage of #MayweatherPacquiao :),,,
positive,Virgin America,@VirginAmerica you know I'm flying virgin for the fight #MayweatherPacquiao,,,
positive,Virgin America,@VirginAmerica your inflight team makes the experience #amazing!,,,
positive,Virgin America,@VirginAmerica cutest salt and pepper shaker ever. Just when I think you guys can't get any better you just do! http://t.co/vC6Keulg2J,,,
positive,Virgin America,"@VirginAmerica moved my seat with no notice. ""Better seat"" is cabin select not behind the row I selected👎 #DISAPPOINTED",,,
positive,Virgin America,@VirginAmerica shares up on 4Q results - @iol http://t.co/XZ6qeG3nef,,,
positive,Virgin America,@VirginAmerica fav airline,,,
positive,Virgin America,@VirginAmerica we have a hot female pilot! Sweet! DCA to SFO! :-),,,
positive,Virgin America,👍👍✈️✈️💗 When are you guys going to start flying to Paris? @VirginAmerica: @LizaUtter You're welcome.”,,,
positive,Virgin America,@VirginAmerica what is your policy on flying after surgery?  I am still waiting for answer so I can tell me doctor.,,,
positive,Virgin America,@VirginAmerica already contacted Central Baggage &amp,,,
positive,Virgin America,@VirginAmerica Thank you!!,,,
positive,Virgin America,@VirginAmerica Is there anything going on with the website? I've been getting a lot of errors past 30 minutes.,,,
positive,Virgin America,@VirginAmerica I think i left something on the plane yesterday. who do i call...ah!,,,
positive,Virgin America,@VirginAmerica I need you to follow back in order to DM.,,,
positive,Virgin America,@VirginAmerica Need to start flying to @KCIAirport .  😊😀😃😄,,,
positive,Virgin America,@VirginAmerica they told to check with the airline regulation first so that is why I contacted you.,,,
positive,Virgin America,@VirginAmerica @VirginAtlantic I have just checked in flight to SFO from LAX &amp,,,
positive,Virgin America,@VirginAmerica husband and I ordered three drinks via my screen and they never came. Awesome!,,,
positive,Virgin America,@VirginAmerica soooo are you guys going to leave the seatbelt light on all flight? You can barely call this turbulence :-),,,
positive,Virgin America,@VirginAmerica what is your policy on flying after surgery?,,,
positive,Virgin America,@VirginAmerica posts second consecutive full-year net profit - @ATWOnline http://t.co/tvB5zbzVhg,,,
positive,Virgin America,"@VirginAmerica Funny story, your website is broken, you have missing javascript and stylesheets on the checkin process. I dislike this!",,,
positive,Virgin America,@VirginAmerica would love to do more for virgin just like I do for @GoPro,,,
positive,Virgin America,@VirginAmerica Results Handily Exceed Forecasts - @NYTimes http://t.co/gonmRwEM6I,,,
positive,Virgin America,"@VirginAmerica I applied for a position in @flyLAXairport ,and I was wondering if you guys received my application.",,,
positive,Virgin America,@VirginAmerica achieves a second year of profitability despite revenue pressure ... - @CAPA_Aviation http://t.co/zSuZTNAIJq,,,
positive,Virgin America,"@VirginAmerica gives positive outlook, but sees increased competition - @Reuters http://t.co/jEu7Od3eYJ",,,
positive,Virgin America,@VirginAmerica I'm trying to check into my 10:50AM CT flight tmm on the desktop website and it's not working (some sort of caching bug) SOS,,,
positive,Virgin America,@VirginAmerica weather delays &gt,,,
positive,Virgin America,@VirginAmerica @madbee95 check the website before you go to the airport!,,,
positive,Virgin America,@VirginAmerica Do you guys know your check-in links from emails are broken? http://t.co/2npXB6oBMr,,,
positive,Virgin America,@VirginAmerica pilot says we expect a choppy landing in NYC due to some gusty winds w/a temperature of about 5 degrees &amp,,,
positive,Virgin America,@VirginAmerica loved it. Can't wait for Monday's return flight... Mostly just to watch the inflight safety video again. #sorrynotsorry,,,
positive,Virgin America,"@VirginAmerica lost my luggage 4 days ago on flight VX 112 from LAX to IAD &amp; I'm calling every day, no response.Please give me back my stuff",,,
positive,Virgin America,@VirginAmerica The Flight Booking Problems section of your website seems to be broken on Chrome. Might wanna look into that.,,,
positive,Virgin America,@VirginAmerica Hi! Just wanted to see if you have any new routes planned this year for Newark. Love flying you guys and hope to do so more!,,,
positive,Virgin America,"@VirginAmerica I mean. Probably inappropriate while on board.. But, it's on!",,,
positive,Virgin America,@VirginAmerica happy to spend the day together. Let's do this!,,,
positive,Virgin America,@VirginAmerica is saving my sanity right now: http://t.co/ELtBOLjUl9,,,
positive,Virgin America,@VirginAmerica missed my flight. How does standby work?,,,
positive,Virgin America,.@VirginAmerica They were very understanding and helped me out.  Thx! #Comps,,,
positive,Virgin America,@VirginAmerica brought it all the way across the country today I see http://t.co/TKaUyGcPmS,,,
positive,Virgin America,@VirginAmerica thank you! I absolutely will 😎,,,
positive,Virgin America,@virginamerica Looks like a broken link for your assets https://t.co/OArDjjGrrD,,,
positive,Virgin America,@VirginAmerica are you ready!? Let's say it together.. 'Noooo turbulence today!' 😘,,,
positive,Virgin America,@virginamerica the manage itinerary section of your website seems to be broken for me https://t.co/2pUJvCElNg,,,
positive,Virgin America,"@VirginAmerica can't check in, your site looks like this every time it loads http://t.co/kAcY2AwDbW",,,
positive,Virgin America,@VirginAmerica can u help this 👸 @FreyaBevan_Fund needs urgent treatment in🇺🇸2y old battling cancer could u help with flights 💗#freyasfund,,,
positive,Virgin America,@virginamerica may start service to Hawaii from #SanFrancisco this year http://t.co/yPo7nYpRZl #biztravel,,,
positive,Virgin America,@virginAmerica Other carriers are less than half price for a round trip fare. I am stunned. http://t.co/UKdjjijroW,,,
positive,Virgin America,@VirginAmerica WTF is happening in PDX Late Flight March such that one way from SFO is ~$550?,,,
positive,Virgin America,@VirginAmerica add DTW and I'm sold!,,,
positive,Virgin America,@VirginAmerica How about some free drinks on the flight back for the free promo?,,,
positive,Virgin America,@VirginAmerica @SSal thanks!,,,
positive,Virgin America,@VirginAmerica momma I made it! 😁😁😁,,,
positive,Virgin America,@VirginAmerica please contact me about portfolio left on flight VX 27 from JFK to SFO tonite seat 7AM. Need it returned. Call 914-329-0185.,,,
positive,Virgin America,@VirginAmerica help. I was On  Flight  27 from JKF tonight. seat 7C left portfolio. Need it back!!,,,
positive,Virgin America,@VirginAmerica @shrinerack Seattle bound. Wifey got me the duffle for vday. She's a keeper!!! Holla!!! http://t.co/JlOIbLnair,,,
positive,Virgin America,"@VirginAmerica my luggage is gone. I've filed my paperwork, promised a call/email. Still no resolution or response from central luggage.",,,
positive,Virgin America,@VirginAmerica Debbie Baldwin gave a #rockstar performance of the safety demo this evening on VX919 #LAS2SFO #BestCrew #SheRocks,,,
positive,Virgin America,@VirginAmerica Thanks!,,,
positive,Virgin America,@VirginAmerica thanks for taking care of @SuuperG on her flight!! #rockstars #travel,,,
positive,Virgin America,@VirginAmerica Thanks for the lovely soft views! #travel #SAN to #SFO http://t.co/CnctL7G1ef,,,
positive,Virgin America,@VirginAmerica I requested a mileage challenge for status several weeks ago online but haven't heard back. How do I get help with this?,,,
positive,Virgin America,"@VirginAmerica Just trying to book tickets to NYC and facing super fun broken styling. Don't worry, I'll keep trying :)",,,
positive,Virgin America,"@VirginAmerica Many Thanks for the Follow.
#ourprincess #freyasfund #USA #Bandie 
Looking for Any Help😍
💗🇬🇧💗🇺🇸💗
🎀🌏🎀 http://t.co/UJfS9Zi6kd",,,
positive,Virgin America,"@VirginAmerica Nice, Lofty View @flyLAXairport. #SilverStatus http://t.co/F4Tp0dAwbd",,,
positive,Virgin America,@VirginAmerica Applied for Status Match on Feb 1. Got confirmation email same day. Still no news though. You guys have dropped ball Late Flightly 😥,,,
positive,Virgin America,@VirginAmerica is my new go to airline,,,
positive,Virgin America,"@VirginAmerica @VirginAtlantic @GMA @AmericanAir 
Can You Help #ourprincess in need of some help in #USA 
🎀🇬🇧🎀🇺🇸🎀 http://t.co/778AzTDaer",,,
positive,Virgin America,"@VirginAmerica I adore you, and am so looking forward to my flight to Austin in two weeks.",,,
positive,Virgin America,@VirginAmerica I was so glad it was mentioned. I took my first virgin flight a few years back and it was a transformative experience.,,,
positive,Virgin America,@VirginAmerica Flight Booking Problems flight to uphold my status match.  Do taxes on ticket count as earned status points?  #statusmatch #virginamerica,,,
positive,Virgin America,@VirginAmerica trying to check-in...but looks like your site is down?,,,
positive,Virgin America,"@VirginAmerica spending my birthday night with you, DAL-DCA. Get me home!",,,
positive,Virgin America,@VirginAmerica Sent a couple messages to the email you provided but to no avail. Will try again next year. Cheers.,,,
positive,Virgin America,"@VirginAmerica first time flying Virgin, went to #SanFrancisco .Thanks for the smooth ride. Easily my new fav airline!",,,
positive,Virgin America,"@VirginAmerica seriously, though. will there not be direct flights from SFO-FLL in may???",,,
positive,Virgin America,@VirginAmerica It's fine. Already done with my purchase. But you should try it. Just go most of the way through then go back 3,,,
positive,Virgin America,"@virginamerica not really the experience I was hoping 4, I ws forced 2 check in a small carry on, w/ nothing but empty cabin space on board",,,
positive,Virgin America,"@VirginAmerica
wjere is our luggage #so slow at lax",,,
positive,Virgin America,@VirginAmerica to jump into the #Dallas #Austin market http://t.co/SzR0pioA21,,,
positive,Virgin America,"@VirginAmerica I spoke with a representative that offered no solution, I am a loyal customer who flies on @VirginAtlantic as well",,,
positive,Virgin America,@VirginAmerica I am deeply disappointed that your birthday promo was not applied to a trip I booked mere days before I received the email,,,
positive,Virgin America,"@VirginAmerica what happened to direct flights from SFO-FLL? Looking in May, only see connecting #help #dontdothistome",,,
positive,Virgin America,@virginamerica.. Can you help? Left my blazer in. Kooples jacket bag at 3rd row second seat from right gate 36 T3 lax.. Flight to sfo,,,
